level,word,extra,translation
A2,конча́ть,нсв I — ко́нчить св II + инф. нсв,to finish
A2,конча́ться,нсв I — ко́нчиться св II,"to end, to come to an end"
A2,копе́йка,р.п. мн.ч. копе́ек,kopeck
A2,кора́бль,,ship
A2,коридо́р,,corridor
A2,кори́чневый,"(-ая, -ое, -ые)",brown
A2,коро́ткий,"(-ая, -ое, -ие); ко́ротко сравн.ст. коро́че 1) коро́ткая ю́бка 2) коро́ткая пое́здка, коро́ткий срок","short; shortly, briefly; shorter 1) short skirt 2) short trip; short term"
A2,косми́ческий,"(-ая, -ое, -ие)",cosmic
A2,космона́вт,,"cosmonaut, astronaut"
A2,ко́смос,только ед.ч.,space
A2,костю́м,,costume
A2,кото́рый,"(-ая, -ое, -ые)",which
A2,ко́фе,"м.р., неизм.",coffee
A2,ко́шка,р.п. мн.ч. ко́шек,cat
A2,краси́вый,"(-ая, -ое, -ые); краси́во",beautiful; beautifully
A2,кра́сный,"(-ая, -ое, -ые)",red
A2,кре́сло,р.п. мн.ч. кре́сел,armchair
A2,крова́ть,ж.р.,bedstead
A2,кру́глый,"(-ая, -ое, -ые)","round, circular"
A2,ксе́рокс,,copy
A2,кто,,who
A2,кто́-то,,"somebody, anyone"
A2,куда́,,"where, which way"
A2,культу́ра,,culture
A2,кури́ть,нсв II,to smoke
A2,ку́рица,мн.ч. ку́ры,hen
A2,курс,"1) учи́ться на пе́рвом ку́рсе 2) курс ле́кций, курс обуче́ния 3) курс валю́ты","course, rate 1) to study in the first year 2) lecture course, curriculum 3) currency rate"
A2,ку́ртка,р.п. мн.ч. ку́рток,jacket
A2,ку́хня,р.п. мн.ч. ку́хонь,kitchen
A2,ла́мпа,,lamp
A2,ле́вый,"(-ая, -ое, -ые) 1) ле́вая рука́ 2) ле́вая оппози́ция, па́ртия","left 1) left hand 2) left opposition, party"
A2,легко́,,"easy, easily"
A2,лежа́ть,"(лежу́, лежи́шь) нсв II",to lie
A2,лека́рство,,medicine
A2,ле́кция,,lecture
A2,лес,,forest
A2,ле́стница,,stairs
A2,лета́ть,нсв I 1) Пти́цы лета́ют. 2) Мы ча́сто лета́ем в Испа́нию.,to fly 1) Birds are flying. 2) We often fly to Spain.
A2,лете́ть,"(лечу́, лети́шь) нсв II — полете́ть (полечу́, полети́шь) cв II 1) лете́ть из Петербу́рга в Москву́ 2) пыль лети́т 3) го́ды летя́т",to fly 1) to fly from St Petersburg to Moscow 2) dust is flying 3) years are slipping away
A2,ле́тний,"(-яя, -ее, -ие)",summery
A2,ле́то,,summer
A2,ле́том,,in summer
A2,лёгкий,"(-ая, -ое, -ие); легко́ сравн.ст. ле́гче 1) лёгкая су́мка 2) лёгкая зада́ча 3) лёгкий хара́ктер, челове́к","easy, light; easily, lightly; easier, lighter 1) light bag 2) easy task 3) easy temper, easy man"
A2,лимо́н,,lemon
A2,литерату́ра,,literature
A2,лифт,,"lift, elevator"
A2,лицо́,,face
A2,лоб,р.п. ед.ч. лба,forehead
A2,ло́жка,р.п. мн.ч. ло́жек,spoon
A2,луна́,,moon
A2,лы́жи,мн.ч.; ед.ч. лы́жа,"skis, ski"
A2,люби́мый,"(-ая, -ое, -ые)","beloved, favourite"
A2,люби́ть,"(люблю́, лю́бишь) нсв II + инф.","to love, to like"
A2,любо́вь,ж.р.; р.п. любви́ только ед.ч.,love
A2,лю́ди,мн.ч.; ед.ч. челове́к,people
A2,магази́н,,shop
A2,магнитофо́н,,tape-recorder
A2,май,,May
A2,ма́ленький,"(-ая, -ое, -ие); кр.ф. мал, (-а́, -о́, -ы́) сравн. ст. ме́ньше","little, small; less, smaller"
A2,ма́ло,сравн. ст. ме́ньше,few; less
A2,ма́льчик,,boy
A2,ма́ма,,"mum, mummy"
A2,ма́рка,р.п. мн.ч. ма́рок,"mark, stamp"
A2,март,,March
A2,ма́сло,только ед.ч.,"butter, oil"
A2,матема́тик,,mathematician
A2,матема́тика,только ед.ч.,mathematics
A2,мать,"ж.р., р.п. ед.ч. ма́тери; мн.ч. ма́тери, р.п. мн.ч. матере́й",mother
A2,маши́на,,"car, machine"
A2,медици́на,только ед.ч.,medicine
A2,ме́дленный,"(-ая, -ое, -ые); ме́дленно",slow; slowly
A2,медсестра́,"мн.ч. медсёстры, р.п. мн.ч. медсестёр",nurse
A2,междунаро́дный,"(-ая, -ое, -ые)",international
A2,ме́неджер,,manager
A2,ме́ньше,,"smaller, less"
A2,меня́ть,нсв I — поменя́ть св I,to change
A2,ме́сто,1) положи́ть ве́щи на ме́сто 2) свобо́дное ме́сто 3) заня́ть 1-е ме́сто,place 1) to put things in their place 2) spare place 3) to take the 1st place
A2,ме́сяц,,month
A2,метр,,meter
A2,метро́,неизм.,"underground, subway"
A2,мечта́,,dream
A2,мечта́ть,нсв I + инф.,to dream
A2,меша́ть,нсв I — помеша́ть св I 1) кому? + инф.: Шум меша́ет мне занима́ться. 2) что? На́до помеша́ть суп.,"to disturb, to stir 1) Noise disturbs me by studying. 2) It’s necessary to stir the soup."
A2,миллио́н,,million
A2,ми́нус,,minus
A2,мину́та,ум. мину́точка — Мину́точку!,minute — Just a moment!
A2,мир 1,только ед.ч. — Его́ зна́ют во всём ми́ре.,world — He is worldwide known.
A2,мир 2,"только ед.ч. — Хоти́м ми́ра, а не войны́.","peace — We want peace, not war."
A2,ми́рный,"(-ая, -ое, -ые); ми́рно",peaceful; peacefully
A2,мла́дший,"(-ая, -ее, -ие)","younger, youngest"
A2,мно́гие,,many
A2,мно́го,сравн. ст. бо́льше,"a lot of, much, many; more"
A2,мо́дный,"(-ая, -ое, -ые); мо́дно",fashionable
A2,мо́жет быть,,maybe
A2,мо́жно,,"one can, one may"
A2,мой,"моя́, моё, мои́",my
A2,молоде́ц,мн.ч. молодцы́,"fine fellow, well done!"
A2,молодёжный,"(-ая, -ое, -ые)",youth
A2,молодёжь,"ж.р., только ед.ч.",young people
A2,молодо́й,"(-а́я, -о́е, -ы́е); сравн. ст. моло́же",young; younger
A2,мо́лодость,ж.р.; только ед.ч.,youth
A2,молоко́,только ед.ч.,milk
A2,молча́ть,"(молчу́, молчи́шь) нсв II — промолча́ть (промолчу́, промолчи́шь) св II",to keep silence
A2,моме́нт,,moment
A2,мо́ре,,sea
A2,моро́женое,сущ. только ед.ч.,ice-cream
A2,москви́ч,"ж.р. москви́чка, р.п. мн.ч. москви́чек",Muscovite
A2,моско́вский,"(-ая, -ое, -ие)",(of) Moscow
A2,мочь,"(могу́, мо́жешь; прош.вр. мог, могла́, могли́) нсв I — смочь (смогу́, смо́жешь; прош.вр. смог, смогла́, смогли́) св I + инф.",to can
A2,муж,мн.ч. мужья́,husband
A2,мужско́й,"(-а́я, -о́е, и́е)","masculine, male, man’s"
A2,мужчи́на,м.р.,man
A2,музе́й,,museum
A2,му́зыка,только ед.ч.,music
A2,музыка́льный,"(-ая, -ое, -ые)",musical
A2,музыка́нт,,musician
A2,мультфи́льм,,cartoon
A2,мы,,we
A2,мы́ло,только ед.ч.,soap
A2,мыть,"(мо́ю, мо́ешь) нсв I — вы́мыть (вы́мою, вы́моешь) св; помы́ть (помо́ю, помо́ешь) св I",to wash
A2,мя́гкий,"(-ая, -ое, -ие); мя́гко; сравн.ст. мя́гче 1) мя́гкий дива́н 2) мя́гкий хлеб 3) мя́гкий хара́ктер",soft; softly; softer 1) soft sofa 2) soft bread 3) soft character
A2,мя́со,только ед.ч.,meat
A2,мяч,,ball
A2,на,"1) п.п. где? — быть на вы́ставке; 2) п.п. на чём? — лете́ть на самолёте; 3) п.п. когда? — на про́шлой неде́ле 4) в.п. куда? — идти́ на вы́ставку; 5) в.п. на кого? на что? — смотре́ть на де́вушку, на ре́чку 6) в.п. на сколько времени? — прие́хать на неде́лю","on, at, by, to, for 1) to be at the exhibition 2) o fly by plane 3) last week 4) to go to the exhibition 5) to look at the girl, at the river 6) to come for a week"
A2,наве́рное,наве́рно,probably
A2,на́до,инф.,"to ought, to need"
A2,наза́д,,backwards
A2,называ́ться,нсв I,to be called
A2,наконе́ц,,at last
A2,нале́во,,to (on) the left
A2,напра́во,,to (on) the right
A2,наприме́р,,for example
A2,напро́тив,р.п.,opposite
A2,наро́д,,people
A2,наро́дный,"(-ая, -ое, -ые)",people’s
A2,нау́ка,,science
A2,нау́чный,"(-ая, -ое, -ые); нау́чно",scientific; scientifically
A2,находи́ть,"(нахожу́, нахо́дишь) нсв II — найти́ (найду́, найдёшь; прош.вр. нашёл, нашла́, нашли́) св I 1) найти́ поте́рянную вещь 2) найти́ ве́рное реше́ние",to find 1) to find a lost thing 2) to find right decision
A2,находи́ться,нсв II,to be (situated)
A2,национа́льный,"(-ая, -ое, -ые)",national
A2,нача́ло,,beginning
A2,начина́ть,"нсв I — нача́ть (начну́, начнёшь) св I + инф. нсв",to begin
A2,начина́ться,нсв I — нача́ться (1 и 2 л. не употр.; начнётся) св I,"to start, to begin"
A2,наш,"(-а, -е, -и)",our
A2,не,,"not, no"
A2,не́бо,(мн.ч. небеса́),sky
A2,невозмо́жно,,impossible
A2,неда́вно,,not long ago
A2,недалеко́,,not far
A2,неде́ля,,week
A2,нельзя́,инф.,"one cannot, it is impossible"
A2,не́мец,мн.ч. не́мцы; не́мка; р.п. мн.ч. не́мок,German
A2,неме́цкий,"(-ая, -ое, -ие)",German
A2,не́сколько,,"some, several"
A2,несча́стный,"(-ая, -ое, -ые)",miserable
A2,несча́стье,,misfortune
A2,нет,"1) Нет, я не зна́ю. 2) У меня́ нет бра́та. 3) Его́ нет до́ма.","no 1) No, I don’t know. 2) I don’t have a brother. 3) He is not at home."
A2,"не то́лько..., но и...",,not only… but also…
A2,нигде́,,nowhere
A2,никогда́,,never
A2,никто́,,nobody
A2,никуда́,,nowhere
A2,ниче́го,"р.п., им.п. ничто́",nothing
A2,но,,but
A2,но́вость,ж.р.,news
A2,но́вый,"(-ая, -ое, -ые)",new
A2,нога́,,"leg, foot"
A2,нож,но́жик,knife
A2,ноль,,zero
A2,но́мер,1) но́мер до́ма 2) но́мер в гости́нице,"number, room 1) home number 2) hotel room"
A2,норма́льный,"(-ая, -ое, -ые); норма́льно",normal; normally
A2,нос,,nose
A2,носки́,"мн.ч.; ед.ч. носо́к, р.п. ед.ч. носка́",socks; sock
A2,ночь,ж.р.,night
A2,но́чью,,at night
A2,ноя́брь,,November
A2,нра́виться,"(нра́влюсь, нра́вишься) нсв II — понра́виться (понра́влюсь, понра́вишься) св II + инф.","to please, to like"
A2,ну́жен,"нужна́, ну́жно, нужны́",it is necessary
A2,ну́жно,инф.,it is necessary
A2,о,(об / о́бо) + п.п,"about, against"
A2,обе́д,,dinner
A2,обе́дать,нсв I — пообе́дать св I,"to diner, to have lunch"
A2,обеща́ть,нсв I — пообеща́ть св I + инф.,to promise
A2,о́бувь,ж.р.; только ед.ч.,shoes
A2,общежи́тие,,hostel
A2,о́бщий,"(-ая, -ее, -ие)","common, general"
A2,объявле́ние,,"declaration, advertisement"
A2,объясня́ть,нсв I — объясни́ть св II,to explain
A2,обыкнове́нный,"(-ая, -ое, -ые)","usual, ordinary"
A2,обы́чно,,usually
A2,обы́чный,"(-ая, -ое, -ые)",usual
A2,обяза́тельно,,it is obligatory
A2,о́вощи,только мн.ч.,vegetables
A2,овощно́й,"(-а́я, - о́е, -ы́е)",vegetable
A2,огро́мный,"(-ая, -ое, -ые)",enormous
A2,одева́ться,"нсв I — оде́ться (оде́нусь, оде́нешься) св I","to dress (oneself), to put on"
A2,оде́жда,только ед.ч.,clothes
A2,оди́н,"(одна́, одно́)","one, single, alone"
A2,одина́ковый,"(-ая, -ое, -ые); одина́ково","identical; identically, equally"
A2,оди́ннадцать,,eleven
A2,одна́жды,,once
A2,о́зеро,мн.ч. озёра,lake
A2,ока́нчивать,нсв I — око́нчить св II,to finish
A2,окно́,р.п. мн.ч. о́кон,window
A2,о́коло,только с р.п.,"near, by, around"
A2,око́нчить,св II,to finish
A2,октя́брь,,October
A2,он,"(она́, оно́, они́)","he, she, they, it"
A2,опа́здывать,нсв I — опозда́ть св I,to be late
A2,опа́сность,ж.р.,danger
A2,о́пера,,opera
A2,оптими́ст,,optimist
A2,о́пытный,"(-ая, -ое, -ые)","experimental, experienced"
A2,опя́ть,,again
A2,"осе́нний -яя, -ее, -ие",,autumnal
A2,о́сень,ж.р.,autumn
A2,о́сенью,,in autumn
A2,осо́бенно,,especially
A2,остано́вка,р.п. мн.ч. остано́вок,"stop, station"
A2,осторо́жно,,carefully
A2,о́стров,,island
A2,отве́т,,answer
A2,отвеча́ть,"нсв I — отве́тить св (отве́чу, отве́тишь)",to answer
A2,о́тдых,только ед.ч.,"rest, relaxation"
A2,отдыха́ть,нсв I,"to take a rest, to have a rest"
A2,оте́ц,р.п. ед.ч. отца́,"father, daddy"
A2,открыва́ть,"нсв I — откры́ть св I (откро́ю, откро́ешь)",to open
A2,открыва́ться,"нсв I — откры́ться (откро́ется, откро́ются) св I",to open
A2,откры́т,"кр.ф. (-а, -о, -ы)",open
A2,откры́тка,р.п. мн.ч. откры́ток,postcard
A2,отку́да,,"where from, from which, whence"
A2,отку́да-то,,from somewhere
A2,отли́чно,,perfectly
A2,отсю́да,,from here
A2,отту́да,,from there
A2,о́тчество,,patronymic
A2,о́чень,,very (much)
A2,очки́,только мн.ч.,glasses
A2,оши́бка,р.п. мн.ч. оши́бок,mistake
A2,па́лец,р.п. ед.ч. па́льца; мн.ч. па́льцы,"finger, toe"
A2,пальто́,неизм.,topcoat
A2,па́мятник,,monument
A2,па́па,м.р.,daddy
A2,парк,,park
A2,па́спорт,,passport
A2,певе́ц,р.п. ед.ч. певца́; мн.ч. певцы́; певи́ца,singer
A2,пенсионе́р,пенсионе́рка; р.п. мн.ч. пенсионе́рок,pensioner
A2,пе́нсия,,pension
A2,пе́рвый,"(-ая, -ое, -ые)",first
A2,перево́д,,"translation, version, interpretation"
A2,переводи́ть,"(перевожу́, перево́дишь) нсв II — перевести́ (переведу́, переведёшь; прош.вр. перевёл, перевела́, перевели́) св I 1) кого? — перевести́ ребёнка че́рез доро́гу 2) кого? куда? — перевести́ секретаря́ на другу́ю рабо́ту 3) что? — переводи́ть часы́ 4) что? – перевести́ статью́ на англи́йский язы́к 5) что? – перевести́ де́ньги в банк","to translate, to interpret, to transfer, to take across 1) to take child across the road 2) to transfer secretary to another post 3) to put the clock (forward/back) 4) to translate the article in English 5) to transfer money in a bank"
A2,перево́дчик,,"translator, interpreter"
A2,передава́ть,"(передаю́, передаёшь) нсв I — переда́ть (переда́м, переда́шь, переда́ст, передади́м, передади́те, передаду́т) св I 1) переда́ть запи́ску, приве́т дру́гу 2) передава́ть но́вости по ра́дио","to give, to transfer, to pass 1) to pass the note, to send regards to the friend 2) to broadcast news on the radio"
A2,переда́ча,"рàдиопереда́ча, тèлепереда́ча","broadcast, telecast"
A2,переры́в,,"interruption, break"
A2,перехо́д,,"passage, crossing, subway"
A2,переходи́ть,"(перехожу́, перехо́дишь) нсв II — перейти́ (перейду́, перейдёшь; прош.вр.: перешёл, перешла́, перешли́) св I 1) переходи́ть у́лицу / через у́лицу 2) перейти́ на другу́ю рабо́ту","to cross, to get across 1) to cross the street 2) to change one’s job"
A2,пе́сня,р.п. мн.ч. пе́сен,song
A2,петь,"нсв (пою́, поёшь)",to sing
A2,пече́нье,только ед.ч.,cookies
A2,пешко́м,,"on foot, afoot"
A2,пиани́но,неизм.,piano
A2,пи́во,,beer
A2,писа́тель,,writer
A2,писа́ть,"нсв (пишу́, пи́шешь) — написа́ть св (напишу́, напи́шешь)",to write
A2,письмо́,р.п. мн.ч. пи́сем,letter
A2,пить,"нсв (пью, пьёшь) — вы́пить св (вы́пью, вы́пьешь)",to drink
A2,пла́вать,нсв I,to swim
A2,план,,plan
A2,плати́ть,"(плачу́, пла́тишь) нсв II — заплати́ть (заплачу́, запла́тишь) св II",to pay
A2,пла́тье,,dress
A2,плащ,,raincoat
A2,пле́ер,,player
A2,плохо́й,"(-а́я, -о́е, -и́е); пло́хо; ху́же",bad; badly; worse
A2,пло́щадь,ж.р.,square
A2,плыть,"(плыву́, плывёшь) только нсв I",to swim
A2,по,1) + д.п. где? — гуля́ть по го́роду 2) + д.п. какой? — уче́бник по фи́зике 3) + д.п. мн.ч. когда? — отдыха́ть по суббо́там 4) + д.п. — пока́зывать по телеви́зору 5) + д.п. почему? — сде́лать оши́бку по невнима́тельности 6) + в.п. — о́тпуск по 20-ое ию́ня 7) + д.п. — получи́ли по сто рубле́й 8) + п.п. — по оконча́нии учёбы,"on, along, by, up to 1) to walk around the town 2) textbook in physics 3) to have a rest on Saturdays 4) to show over the TV 5) to make a careless mistake 6) holiday till the 20th of June 7) they have got 100 rubles each 8) on leaving study"
A2,по-англи́йски,,(in) English
A2,побе́да,,victory
A2,побежда́ть,нсв I — победи́ть (1 л. не употр.) св II,"to win, to conquer"
A2,повторя́ть,нсв I — повтори́ть св II,"to repeat, to revise"
A2,пого́да,только ед.ч.,weather
A2,пода́рок,р.п. ед.ч. пода́рка,gift
A2,подру́га,,(female ) friend
A2,по́езд,,train
A2,пое́здка,р.п. мн.ч. пое́здок,journey
A2,пожа́луйста,,please
A2,позва́ть,"св — Позови́те, пожа́луйста, Са́шу!",to call — Can I speak Sasha?
A2,по́здно,,it’s late
A2,поздравля́ть,"нсв I — поздра́вить (поздра́влю, поздра́вишь) св II",to congratulate
A2,познако́миться,св II,to make the acquaintance
A2,по-испа́нски,,(in) Spanish
A2,пойти́,"св (пойду́, пойдёшь; прош.вр. пошёл, пошла́, пошли́)",to start to go
A2,Пока́!,"Мы ухо́дим, пока́! разг.","Bye! We are leaving, bye!"
A2,пока́зывать,"нсв I — показа́ть св (покажу́, пока́жешь)",to show
A2,по-кита́йски,,(in) Chinese
A2,покупа́ть,"нсв I — купи́ть св (куплю́, ку́пишь)",to buy
A2,пол,,floor
A2,поле́зный,"(-ая, -ое, -ые) поле́зно",useful; it is useful
A2,поликли́ника,,polyclinic
A2,поли́тика,только ед.ч.,politics
A2,полити́ческий,"(-ая, -ое, -ие); полити́чески",political; politically
A2,поли́ция,,police
A2,по́лка,р.п. мн.ч. по́лок,shelf
A2,полови́на,"пол-; полу- 1) полчаса́ 2) полуо́стров, полукру́г 3) полусо́нный, полуоде́тый","half 1) half an hour 2) peninsula 3) heavy with sleep, half-dressed"
A2,полто́ра,,one and a half
A2,получа́ть,нсв I — получи́ть св II,"to receive, to get"
A2,полюби́ть,"(полюблю́, полю́бишь) св II + инф.",to fall in love
A2,по́мнить,только нсв II,to remember
A2,помога́ть,"нсв I — помо́чь св (помогу́, помо́жешь; прош.вр. помо́г, помогла́, помогли́) + инф.",to help
A2,по-мо́ему,,"in my opinion, as I wish"
A2,понеде́льник,,Monday
A2,по-неме́цки,,(in) German
A2,понима́ть,"нсв I — поня́ть (пойму́, поймёшь) св I",to understand
A2,поня́тно,,it’s clear; clearly
A2,популя́рный,"(-ая, -ое, -ые)",popular
A2,по-ру́сски,,(in) Russian
A2,по́сле,только в р.п.,"after, later (on)"
A2,после́дний,"(-яя, -ее, -ие)",last
A2,посо́льство,,embassy
A2,поступа́ть,"нсв I — поступи́ть (поступлю́, посту́пишь) св II 1) поступи́ть в шко́лу, на рабо́ту 2) пра́вильно поступа́ть 3) (1 и 2 л. не употр.) Кни́ги должны́ поступи́ть в магази́н.","to enter, to act, to come 1) to enter the school, to start work 2) to act correctly, to do what is right 3) Books are to come in the shop."
A2,посыла́ть,"нсв I — посла́ть (пошлю́, пошлёшь) св I",to send
A2,пото́м,,"afterwards, later on"
A2,потому́ что,,because
A2,по-францу́зски,,(in) French
A2,почему́,,why
A2,по́чта,,"post-office, post"
A2,почти́,,"almost, nearly"
A2,поэ́зия,только ед.ч.,poetry
A2,поэ́т,,poet
A2,появля́ться,"нсв I — появи́ться (появлю́сь, поя́вишься) св II",to appear
A2,прав,"права́, мн.ч. пра́вы кр.ф.",right
A2,пра́вда,только ед.ч.,"truth, true"
A2,пра́вильно,,that’s right
A2,прави́тельство,,government
A2,пра́вый,"(-ая, -ое, -ые); правая рука","right, right-hand"
A2,пра́здник,,holiday
A2,предме́т,1) У него́ в рука́х был стра́нный предме́т. 2) Его́ люби́мый предме́т — исто́рия.,"object, item, subject 1) He had a strange item in his hands. 2) His favourite subject is history."
A2,президе́нт,,president
A2,прекра́сный,"(-ая, -ое, -ые); прекра́сно","perfect, fine; perfectly, excellently"
A2,преподава́тель,,"teacher, professor (he)"
A2,преподава́тельница,,"teacher, professor (she)"
A2,преподава́ть,"(преподаю́, преподаёшь) нсв I",to teach
A2,приве́т,,"regard(s), greetings"
A2,приглаша́ть,"нсв I — пригласи́ть св (приглашу́, пригласи́шь)",to invite
A2,прие́зд,,
A2,приезжа́ть,"нсв I — прие́хать (прие́ду, прие́дешь) св I",
A2,прийти́,"св (прош.вр. пришёл, пришла́, пришли́)","to arrive, to come"
A2,приро́да,,nature
A2,приходи́ть,"(прихожу́, прихо́дишь) нсв II — прийти́ (приду́, придёшь; прош.вр. пришёл, пришла́, пришли́) св I",to come
A2,причи́на,,reason
A2,прия́тно,,pleasantly
A2,пробле́ма,,"problem, trouble"
A2,програ́мма,,program
A2,продава́ть,"нсв I — прода́ть (прода́м, прода́шь, прода́ст, продади́м, продади́те, продаду́т) св I",to sell
A2,продаве́ц,р.п. продавца́; р.п. мн.ч. продавцо́в; продавщи́ца,"seller, salesman, shop-assistant"
A2,продолжа́ть,нсв I — продо́лжить св. II + инф. нсв,to continue
A2,продолжа́ться,нсв I — продо́лжиться св II,"to go on, to last"
A2,проду́кты,мн.ч.,"products, produces"
A2,проси́ть,"нсв (прошу́, про́сишь) — попроси́ть св II + инф.",to ask
A2,проспе́кт,,"prospect, avenue"
A2,просто́й,"(-а́я, -о́е, -ы́е); про́сто 1) проста́я зада́ча 2) просто́й челове́к","simple, easy, ordinary; simply 1) easy task 2) ordinary man"
A2,профе́ссия,,profession
A2,профе́ссор,,professor
A2,проце́нт,,percent
A2,про́шлый,"(-ая, -ое, -ые)","former, last"
A2,пря́мо,,"straight, forward"
A2,психо́лог,,psychologist
A2,психоло́гия,только ед.ч.,psychology
A2,пти́ца,,bird
A2,путеше́ствовать,"(путеше́ствую, путеше́ствуешь) нсв I",to travel
A2,пятна́дцать,,fifteen
A2,пя́тница,,Friday
A2,пя́тый,"(-ая, -ое, -ые)",fifth
A2,пять,,five
A2,пятьдеся́т,,fifty
A2,пятьсо́т,,five hundred
A2,рабо́та,,work
A2,рабо́тать,нсв I,to work
A2,рабо́чий,"(-ая, -ее, -ие)","work, working"
A2,рабо́чий,"(-ая, -ие) сущ.",worker
A2,рад,ра́да; мн.ч. ра́ды / + инф.,"glad, pleased"
A2,ра́дио,неизм.,radio
A2,ра́дость,ж.р.,"gladness, joy"
A2,раз,,"time, once, since"
A2,разгова́ривать,нсв I,to talk
A2,разме́р,,"size, dimension"
A2,ра́зный,"(-ая, -ое, -ые)",different
A2,райо́н,,region
A2,ра́но,,"early, it’s early"
A2,ра́ньше,,"earlier, before, in the past"
A2,расска́з,,story
A2,расска́зывать,"нсв I — рассказа́ть св (расскажу́, расска́жешь)",to tell
A2,расти́,"(прош.вр. рос, росла́, росли́) нсв I — вы́расти прош.вр. (вы́рос, вы́росла, вы́росли) св I",to grow
A2,ребёнок,р.п. ребёнка; мн.ч. де́ти,child
A2,ре́дкий,"(-ая, -ое, -ие); ре́дко, сравн.ст. ре́же 1) ре́дкий лес 2) ре́дкий слу́чай, ре́дкий челове́к","rare, sparse; rarely, rarer 1) sparse wood 2) rare event, a man in a thousand"
A2,режиссёр,,"director, producer, stage manager"
A2,результа́т,,result
A2,река́,,river
A2,рели́гия,,religion
A2,рестора́н,,restaurant
A2,реша́ть,нсв I — реши́ть св II + инф.,"to decide, to solve"
A2,рис,только ед.ч.,rice
A2,рисова́ть,"нсв (рису́ю, рису́ешь) — нарисова́ть св (нарису́ю, нарису́ешь)",to draw
A2,ро́дина,,native land
A2,роди́тели,мн.ч.,parents
A2,роди́ться,"св (прош.вр. роди́лся, родила́сь, родили́сь)",to be born
A2,родно́й,"(-а́я, -о́е, -ы́е)","own, native"
A2,рожде́ние,день рожде́ния,birth — birthday
A2,роль,ж.р.,"role, part"
A2,рома́н,,roman
A2,росси́йский,"(-ая, -ое, -ие)","Russian, of the Russian Federation"
A2,рот,р.п. рта; р.п. мн.ч. ртов,mouth
A2,руба́шка,р.п. мн.ч. руба́шек,shirt
A2,рубль,,ruble
A2,рука́,,"hand, arm"
A2,ру́сский,"(-ая, -ое, -ие)",Russian
A2,ру́сско-англи́йский,"(ру́сско- испа́нский, ру́сско-кита́йский, ру́сско-неме́цкий, ру́сско- францу́зский) (слова́рь)","Russian-English (Russsian-Spanish, Russian-Chinese, Russian-German, Russian-French) (dictionary)"
A2,ру́чка,р.п. мн.ч. ру́чек,pen
A2,ры́ба,,fish
A2,ры́нок,р.п. ры́нка,market
A2,ря́дом,,"near, next to"
A2,"c, со",1) + р.п. откуда? — с конце́рта 2) + т.п. с кем? с чем? — с А́нной 3) + р.п. когда? — с утра́,"with, from, off 1) from the concert 2) with Anna 3) from morning"
A2,сад,,garden
A2,сади́ться,"(сажу́сь, сади́шься) нсв II — сесть (ся́ду, ся́дешь; прош.вр. сел, се́ла, се́ли) св I","to sit down, to board, to set"
A2,сала́т,,"salad, lettuce"
A2,сам,"(-а́, -о́, -и)","myself, himself etc"
A2,самолёт,,aeroplane
A2,самостоя́тельный,"(-ая, -ое, -ые); самостоя́тельно","independent; independently, without assistance"
A2,са́мый,"(-ая, -ое, -ые)",the very
A2,сантиме́тр,,centimetre
A2,сапоги́,мн.ч.; ед.ч. сапо́г,(high) boots
A2,са́хар,только ед.ч.,sugar
A2,свет,только ед.ч. 1) со́лнечный свет 2) включи́ть свет,light 1) sunlight 2) to switch on the light
A2,све́тлый,"(-ая, -ое, -ые); светло́","light, bright; lightly"
A2,свобо́дный,"(-ая, -ое, -ые); свобо́дно 1) свобо́дный но́мер в оте́ле 2) свобо́дный вход 3) свобо́дно говори́ть по-англи́йски","free, vacant, spare, fluent; freely 1) vacant room 2) free entrance 3) to speak fluently English"
A2,свой,"(своя́, своё, свои́) 1) Он взял свой слова́рь. 2) Он свой, бли́зкий челове́к.",one’s own 1) He took his dictionary. 2) He is my own close person.
A2,сдава́ть,"(сдаю́, сдаёшь) нсв I — сдать (сдам, сдашь, сдаст, сдади́м, сдади́те, сдаду́т) св I 1) сдать ве́щи в бага́ж 2) сдать ко́мнату 3) сдать тетра́дь 4) сдать экза́мен","to take, to lease, to return 1) to register one’s luggage 2) to lease, to let a room 3) to return a notebook 4) to take, to pass one’s examination"
A2,себя́,,oneself
A2,се́вер,только ед.ч.,north
A2,се́верный,"(-ая, -ое, -ые)",northern
A2,сего́дня,,today
A2,седьмо́й,"(-а́я, -о́е, -ы́е)",seventh
A2,сейча́с,,"now, at present"
A2,секрета́рь,,secretary
A2,секу́нда,,second
A2,семна́дцать,,seventeen
A2,семь,,seven
A2,се́мьдесят,,seventy
A2,семьсо́т,,seven hundred
A2,семья́,,family
A2,сентя́брь,,September
A2,се́рдце,р.п. мн.ч. серде́ц,heart
A2,се́рый,"(-ая, -ое, -ые)",grey
A2,серьёзный,"(-ая, -ое, -ые); серьёзно",serious; seriously
A2,сестра́,"мн.ч. сёстры, р.п. мн.ч. сестёр",sister
A2,сигаре́та,,cigarette
A2,сиде́ть,"(сижу́, сиди́шь) нсв I",to sit
A2,си́льный,"(-ая, -ое, -ые); си́льно",strong; strongly
A2,симпати́чный,"(-ая, -ое, -ые)","attractive, nice"
A2,си́ний,"(-яя, -ее, -ие)",blue
A2,систе́ма,,system
A2,ска́зка,р.п. мн.ч. ска́зок,fairy tale
A2,ско́лько,,"how many, how much"
