level,word,extra,translation
B2,высыха́ть,нсв I — вы́сохнуть св I,"to dry out, to get dry"
B2,выта́скивать,нсв I — вы́тащить св II,to drag out
B2,вытира́ть,"нсв I — вы́тереть (вы́тру, вы́трешь) св I",to wipe off
B2,вы́ход,,exit
B2,выходи́ть,"(выхожу́, выхо́дишь) нсв II — вы́йти (вы́йду, вы́йдешь; прош.вр. вы́шел, вы́шла, вы́шли) св I 1) выходи́ть из до́ма 2) вы́йти на пе́нсию 3) О́кна выхо́дят во двор. 4) Кни́га вы́шла неда́вно.",to come out 1) to come out of the house 2) to retire 3) The windows open to the yard. 4) The book was recently published.
B2,выходно́й,"(-а́я, -о́е, -ы́е)",weekend
B2,вышива́ть,нсв I,to embroider
B2,выясня́ть,нсв I — вы́яснить св II,"to clear up, to find out"
B2,вью́щийся,"вью́щаяся, вью́щееся, вью́щиеся","wavy, curly"
B2,вя́заный,"(-ая, -ое, -ые)",knitted
B2,вяза́ть,"(вяжу́, вя́жешь) нсв I — связа́ть (свяжу́, свя́жешь) св I",to knit
B2,вя́нуть,нсв I — завя́нуть св I,to fade
B2,газ,,gas
B2,газе́та,,newspaper
B2,газопрово́д,,gas pipeline
B2,галере́я,,gallery
B2,га́лстук,,tie
B2,гара́ж,,garage
B2,гаранти́ровать,"(гаранти́рую, гаранти́руешь) нсв I и св I",to guarantee
B2,гара́нтия,,"guarantee, warranty"
B2,гардеро́б,,cloakroom
B2,гармони́чный,"(-ая, -ое, -ые); гармони́чно",harmony; harmonically
B2,гарни́р,,garnish
B2,гаси́ть,"(гашу́, га́сишь) нсв II — погаси́ть (погашу́, пога́сишь) св II",to extinguish
B2,га́снуть,"(1 и 2 л. не употр., прош.вр. гас, га́сла, га́сли) нсв I — пога́снуть (прош.вр. пога́с, пога́сла, пога́сли) св I","to go out, to fade, to become dim"
B2,гастро́ли,только мн.ч.,tour
B2,гастроно́м,,grocery store
B2,гвозди́ка,,carnation (flower)
B2,гвоздь,,"nail, tack"
B2,где,,where
B2,где́-либо,,"somewhere, anywhere"
B2,где́-нибудь,,"somewhere, anywhere"
B2,где́-то,,somewhere
B2,гель,,"gel, jelly"
B2,ген,,gene
B2,генера́л,,general
B2,гене́тик,,genetist
B2,генети́ческий,"(-ая, -ое, -ие) — генети́ческий код",genetic — genetic code
B2,гениа́льный,"(-ая, -ое, -ые); гениа́льно","of genius, brilliant; geniusly"
B2,ге́ний,,genius
B2,геноци́д,только ед.ч.,genocide
B2,гео́граф,,geographer
B2,географи́ческий,"(-ая, -ое, -ие)",geographical
B2,геогра́фия,,geography
B2,гео́лог,,geologist
B2,геологи́ческий,"(-ая, -ое, -ие)",geological
B2,геоло́гия,только ед.ч.,geology
B2,герб,,"coat of arms, emblem"
B2,герои́ческий,"(-ая, -ое, -ие); герои́чески",heroic; heroically
B2,геро́й,"1) геро́й войны́, труда́ 2) геро́й литерату́рного произведе́ния","hero, character 1) hero of war, of labour 2) character of literary work"
B2,ги́бель,"ж.р., только ед.ч.","death, ruin"
B2,ги́бкий,"(-ая, -ое, -ие); ги́бко",flexible; flexibly
B2,ги́бнуть,нсв I — поги́бнуть св I,to die
B2,гига́нтский,"(-ая, -ое, -ие)","giant, huge"
B2,гид,,guide
B2,гидроэлектроста́нция,(гэс),hydroelectric power station
B2,гимн,,hymn
B2,гимна́зия,,gymnasium
B2,гимна́ст,ж.р. гимна́стка; р.п. мн.ч. гимна́сток,gymnast
B2,гимна́стика,только ед.ч.,gymnastic
B2,гинеко́лог,,gynaecologist
B2,гита́ра,,guitar
B2,гитари́ст,,guitarist
B2,глава́,1 — глава́ кни́ги,chapter — chapter of a book
B2,глава́,"2 — глава́ прави́тельства, семьи́","head — head of government, family"
B2,гла́вный,"(-ая, -ое, -ые)",main
B2,глаго́л,,verb
B2,гла́дить,"(гла́жу, гла́дишь) нсв II — погла́дить (погла́жу, погла́дишь) св II 1) что? гла́дить оде́жду 2) кого? гла́дить ребёнка по голове́","to iron, to stroke 1) to iron clothes 2) to stroke child’s head"
B2,гла́дкий,"(-ая, -ое, -ие); гла́дко",smooth; smoothly
B2,глаз,мн.ч. глаза́,eye
B2,гли́на,,clay
B2,гло́хнуть,нсв I — огло́хнуть св I,to grow deaf
B2,глубина́,,depth
B2,глубо́кий,"(-ая, -ое, -ие); глубоко́; сравн.ст. глу́бже 1) глубо́кая река́ 2) глубо́кие зна́ния 3) глубо́кая та́йна 4) глубо́кий сон, глубо́кий кри́зис","deep; deeply; deeper 1) deep river 2) deep knowledges 3) deep (utmost) secrecy 4) deep sleep, deep (severe) crisis"
B2,глу́пость,ж.р.,stupidity
B2,глу́пый,"(-ая, -ое, -ые); глу́по","foolish, stupid; foolishly"
B2,глухо́й,"(-а́я, -о́е, -и́е)",deaf
B2,гляде́ть,"(гляжу́, гляди́шь) нсв II — погляде́ть (погляжу́, погляди́шь) св II","to look, to glance"
B2,гнать,"(гоню́, го́нишь) только нсв II",to drive (hard)
B2,гнат́ься,"(гонюс́ь, гон́ишься) только нсв II",to chase
B2,гнездо́,мн.ч. гнёзда,nest
B2,гнило́й,"(-а́я, -о́е, -ы́е)",rotten
B2,говори́ть,"нсв II — сказа́ть (скажу́, ска́жешь) св I","to speak, to tell, to say"
B2,говя́дина,только ед.ч.,beef
B2,год,,year
B2,годовщи́на,,anniversary
B2,гол,,goal
B2,голова́,,head
B2,го́лод,только ед.ч.,hunger
B2,голода́ть,нсв I,to hunger
B2,голо́дный,"(-ая, -ое, -ый)",hungry
B2,гололёд,только ед.ч.,"frozen slush, ice-covered ground"
B2,го́лос,мн.ч. голоса́ 1) прия́тный го́лос 2) боро́ться за голоса́ избира́телей,voice 1) nice voice 2) to fight for the popular votes
B2,голосова́ть,"(голосу́ю, голосу́ешь) нсв I — проголосова́ть (проголосу́ю, проголосу́ешь) св I",to vote
B2,голубо́й,"(-а́я, -о́е, -ы́е)",blue
B2,го́лубь,,pigeon
B2,го́лый,"(-ая, -ое, -ые)",naked
B2,го́льфы,мн.ч.; ед.ч. гольф,half hose
B2,го́нка,р.п. мн.ч. го́нок (спорт.),race
B2,гора́,,mountain
B2,гора́здо,,much
B2,горбу́ша,только ед.ч.,humpback salmon
B2,горди́ться,"(горжу́сь, горди́шься) нсв II",to be proud
B2,го́рдый,"(-ая, -ое, -ые); го́рдо",proud; proudly
B2,го́ре,только ед.ч.,grief
B2,горе́ть,нсв II — сгоре́ть св II 1) Ого́нь гори́т. 2) Глаза́ горя́т. Звёзды горя́т.,"to burn, to shine 1) The fire is burning. 2) The eyes are shining. The stars are shining."
B2,горизонта́льный,"(-ая, -ое, -ые); горизонта́льно",horizontal; horizontally
B2,го́рло,,throat
B2,го́рничная,(-ые) сущ.,chambermaid
B2,горнолы́жный,"(-ая, -ое, -ые)",alpine skiing
B2,го́рный,"(-ая, -ое, -ые)","mountain, alpine"
B2,го́род,сущ.,"city, town"
B2,городско́й,"прил. (-а́я, -о́е, -и́е)","city, municipal"
B2,горчи́ца,,mustard
B2,го́рький,"(-ая, -ое, -ие); го́рько 1) го́рькое лека́рство 2) го́рькая пра́вда",bitter; bitterly 1) bitter medicine 2) bitter truth
B2,горя́чий,"(-ая, -ее, -ие); горячо́ 1) горя́чий чай 2) горя́чая любо́вь, горя́чее жела́ние","hot, passionate; warmly, it’s hot 1) hot tea 2) passionate love, passionate desire"
B2,го́спиталь,,hospital
B2,господи́н,мн.ч. господа́,"Mr, gentleman, sir"
B2,госпожа́,,"Ms, Mrs, lady"
B2,гостеприи́мный,"(-ая, -ое, -ые); гостеприи́мно",hospitable; hospitably
B2,гости́ная,сущ.,living room
B2,гости́ница,,hotel
B2,гость,,guest
B2,госуда́рственный,"прил., (-ая, -ое, -ые)",state
B2,госуда́рство,сущ.,state
B2,гото́вить,"(гото́влю, гото́вишь) нсв II — пригото́вить (пригото́влю, пригото́вишь) св II, подгото́вить (подгото́влю, подгото́вишь) св II 1) что? — пригото́вить за́втрак; 2) что? — гото́вить рефера́т; 3) кого? что? — подгото́вить студе́нтов, подгото́вить докла́д","to prepare; 1) to prepare breakfast; 2) to prepare report; 3) to prepare report, to prepare presentation"
B2,гото́виться,"(гото́влюсь, гото́вишься) нсв II — подгото́виться (подгото́влюсь, подгото́вишься) св II, пригото́виться (пригото́влюсь, пригото́вишься) св II","to prepare (oneself), to get ready"
B2,гото́вый,"(-ая, -ое, -ые); кр.ф. гото́в, -а, -о, -ы",ready
B2,гра́бить,"(гра́блю, гра́бишь) нсв II — огра́бить (огра́блю, огра́бишь) св II",to rob
B2,гравю́ра,,engraving
B2,град,только ед.ч.,hail
B2,гра́дус,,degree
B2,гра́дусник,,thermometer
B2,граждани́н,м.р. (мн.ч. гра́ждане),citizen
B2,гражда́нка,ж.р. (р.п. мн.ч. гражда́нок),citizen
B2,гражда́нство,только ед.ч.,citizenship
B2,грамм,,gramme
B2,грамма́тика,,grammar
B2,гра́мотный,"(-ая, -ое, -ые); гра́мотно","literate; orthographically, competently"
B2,грани́т,только ед.ч.,granite
B2,грани́ца,,boundary
B2,грани́чить,нсв II,to border
B2,гра́фика,только ед.ч.,graphic art
B2,греть,нсв I,"to warm, to heat"
B2,гре́ться,нсв I — согре́ться св I,"to get a warm, to bask"
B2,грех,,sin
B2,гре́чка,только ед.ч.,buckwheat
B2,гриб,,mushroom
B2,грипп,только ед.ч.,grippe
B2,гроб,,coffin
B2,гроза́,,storm
B2,гром,,thunder
B2,грома́дный,"(-ая, -ое, -ые)",huge
B2,гро́мкий,"(-ая, -ое, -ие); гро́мко сравн.ст. гро́мче 1) гро́мкая музыка 2) гро́мкое преступле́ние",loud; loudly; louder 1) loud music 2) big crime
B2,груби́ть,"(грублю́, груби́шь) нсв II — нагруби́ть (нагрублю́, нагруби́шь) св II","to be rude, to say rude things"
B2,гру́бый,"(-ая, -ое, -ые); гру́бо 1) гру́бый мужчина 2) гру́бый материа́л 3) гру́бый крик 4) гру́бое заблужде́ние","rough, rude, coarse, bad; roughly, rudely 1) rude man 2) coarse material 3) rough scream 4) bad error"
B2,грудь,ж.р.,breast
B2,груз,,"load, cargo"
B2,грузови́к,,lorry
B2,гру́зчик,,loader
B2,гру́ппа,,group
B2,грусти́ть,"(грущу́, грусти́шь) нсв II",to grieve
B2,гру́стный,"(-ая, -ое, -ые); гру́стно",sad; sadly
B2,грусть,ж.р. только ед.ч.,sorrow
B2,гру́ша,,pear
B2,гря́зный,"(-ая, -ое, -ые); гря́зно",dirty; dirtily
B2,грязь,"ж.р., только ед.ч.","mud, dirt"
B2,губа,(мн.ч. гу́бы),lip
B2,губерна́тор,,governor
B2,гуля́ть,нсв I — погуля́ть св I,to walk
B2,гуля́ш,только ед.ч.,goulash
B2,гума́нный,"(-ая, -ое, -ые); гума́нно",humane; humanly
B2,гуманита́рный,"(-ая, -ое, -ые)",humanitarian
B2,густо́й,"(-ая, -ое, -ые); гу́сто; сравн.ст. гу́ще 1) густа́я тайга 2) густо́й суп","thick, bushy; thickly; thicker 1) bushy taiga 2) thick soup"
B2,гусь,,goose
B2,да,,yes
B2,дава́ть,"(даю́, даёшь) нсв I — дать (дам, дашь, даст, дади́м, дади́те, даду́т) св I 1) дать кни́гу 2) дать согла́сие 3) дава́ть переры́в",to give 1) to give a pen 2) to give consent 3) to give a break
B2,давле́ние,только ед.ч. 1) кровяно́е давле́ние 2) ока́зывать давле́ние на кого?,"pressure 1) blood pressure 2) to press, to enforce"
B2,давно́,,long ago
B2,да́же,,even
B2,да́лее,,further
B2,далёкий,"прил. (-ая, -ое, -ие); нар. далеко́; сравн. ст. да́льше","far, distant, long; far; longer"
B2,да́льний,"(-яя, -ее, -ие)",distant
B2,дальнови́дный,"(-ая, -ое, -ые)",clear-sighted
B2,да́ма,,lady
B2,да́нные,только мн.ч. сущ.,data
B2,да́нный,,"given, actual"
B2,дари́ть,нсв II — подари́ть св II,to give a present
B2,да́ром,разг.,for free
B2,да́та,,date
B2,да́ча,,"cottage, datcha"
B2,два,(две),two
B2,два́дцать,,twenty
B2,два́жды,,twice
B2,двена́дцать,,twelve
B2,дверь,ж.р.,door
B2,две́сти,,two hundred
B2,дви́гаться,нсв I,to move
B2,движе́ние,,movement
B2,дво́е,,"two, twain, two men"
B2,дво́йка,(р.п. мн.ч. двоек разг.),two (“poor”)
B2,двор,,yard
B2,дворе́ц,р.п. ед.ч. дворца́; мн.ч. дворцы́ 1) импера́торский дворе́ц 2) дворе́ц спо́рта,palace 1) imperial’s palace 2) sports palace
B2,дво́рник,,"yard-keeper, street cleaner"
B2,дворянин,"мн.ч. двор́яне; р.п. мн.ч. дворя́н; дворя́нка, р.п. мн.ч. дворя́нок",nobleman
B2,двою́родный,"(-ая, -ое, -ые)",once removed
B2,двухле́тний,"(-яя, -ее, -ие): двухле́тний ма́льчик","two-year-old, two-year: two-year-old boy"
B2,двухме́стный,"(-ая, -ое, -ые)","two-seater, double, for two"
B2,двухты́сячный,"(-ая, -ое, -ые)",two-thousandth
B2,двухэта́жный,"(-ая, -ое, -ые)",two-storeyed
B2,де́вочка,(р.п. мн.ч. де́вочек),girl
B2,де́вушка,(р.п. мн.ч. де́вушек),"girl, young woman"
B2,девяно́сто,,ninety
B2,девятна́дцать,,nineteen
B2,девя́тый,"(-ая, -ое, -ые)",ninth
B2,де́вять,,nine
B2,девятьсо́т,,nine hundred
B2,дегради́ровать,"(деградирую, деградируешь) нсв и св I",to degrade
B2,де́душка,(р.п. мн.ч. дедушек),grandfather
B2,дежу́рный,"(-ая, -ое, -ые): дежурный доктор",on duty: doctor on duty
B2,дезодора́нт,,deodorant
B2,де́йствие,,action
B2,действи́тельно,,really
B2,де́йствовать,"(де́йствую, де́йствуешь) нсв I — поде́йствовать (поде́йствую, поде́йствуешь) св I 1) Спо́соб не де́йствует. 2) Шампу́нь поде́йствовал.","to act, to take effect, to work 1) The way doesn’t work. 2) The shampoo took effect."
B2,дека́брь,,
B2,дека́н,,
B2,деклара́ция,1) тамо́женная деклара́ция 2) Деклара́ция прав челове́ка,declaration 1) customs declaration 2) Human Rights Declaration
B2,декора́ция,,decoration
B2,де́лать,нсв I — сде́лать св I,"to do, to make"
B2,делега́т,,"delegate, deputy"
B2,делега́ция,,delegation
B2,делика́тный,"(-ая, -ое, -ые); делика́тно",delicate; delicately
B2,дели́ть,"нсв II — раздели́ть св II, подели́ть св II",to divide
B2,дели́ться,нсв II — раздели́ться св II; подели́ться св II 1) на что? — раздели́ться на кома́нды 2) чем? с кем? — подели́ться ра́достью с родны́ми,"to divide, to confide, to share, to exchange 1) to divide into teams 2) to exchange joy with the relatives"
B2,де́ло,,"business, affair"
B2,делово́й,"(-а́я, -о́е, -ы́е)","business, business-like"
B2,демаго́г,,demagogue
B2,демографи́ческий,"(-ая, -ое, -ие)",demographic
B2,демокра́т,,democrat
B2,демократи́ческий,"(-ая, -ое, -ие)","democratic, democratical"
B2,демократи́чный,"(-ая, -ое, -ые)","democratic, open to everyone"
B2,демонстра́ция,1) вое́нная демонстра́ция 2) демонстра́ция угро́зы,demonstration 1) military demonstration 2) demonstration of menace
B2,демонстри́ровать,"(демонстри́рую, демонстри́руешь) нсв I — продемонстри́ровать (продемонстри́рую, продемонстри́руешь) св I",to demonstrate
B2,день,(р.п. ед.ч. дня; мн.ч. дни),day
B2,де́ньги,"только мн.ч., р.п. де́нег",money
B2,депре́ссия,,depression
B2,депута́т,,deputy
B2,дере́вня,(р.п. мн.ч. дереве́нь),"countryside, village"
B2,де́рево,(мн.ч. дере́вья),tree
B2,деревя́нный,"(-ая, -ое, -ые)",wooden
B2,держа́ть,"(держу́, де́ржишь) нсв II 1) кого? что? — держа́ть буке́т 2) что? — держа́ть де́ньги на счёте","to hold, to keep 1) to hold a bouquet 2) to keep money on the account"
B2,держа́ться,,to hold on
B2,десе́рт,,dessert
B2,деся́тый,"(-ая, -ое, -ые)",tenth
B2,де́сять,,ten
B2,дета́ль,1) дета́ль механизма 2) худо́жественные дета́ли,detail 1) mechanism detail 2) expressive details
B2,детекти́в,,detective story
B2,де́ти,"мн.ч.; ед.ч. ребёнок, р.п. ед.ч. ребёнка",children; child
B2,де́тский,"(-ая, -ое, -ие)","child’s, childish"
B2,де́тство,только ед.ч.,childhood
B2,дефе́кт,,defect
B2,дешеве́ть,нсв I — подешеве́ть св I,to become cheaper
B2,дешёвый,"(-ая, -ое, -ые); дёшево; сравн. ст. деше́вле",cheap; cheaply; cheaper
B2,де́ятель,,statesman
B2,де́ятельность,ж.р. только ед.ч.,activity
B2,джаз,только ед.ч.,jazz
B2,джем,,jam
B2,джи́нсы,только мн.ч.,jeans
B2,диабе́т,только ед.ч.,diabetes
B2,диа́гноз,,diagnosis
B2,диало́г,,dialogue
B2,дива́н,,"sofa, couch"
B2,дие́та,,diet
B2,диети́ческий,"(-ая, -ое, -ие)",dietary
B2,диза́йнер,,designer
B2,ди́кий,"(-ая, -ое, -ие)",wild
B2,дикта́нт,,dictation
B2,дикта́тор,,dictator
B2,ди́ктор,,announcer
B2,динами́чный,"(-ая, -ое, -ые); динами́чно",dynamic; dynamically
B2,дипло́м,,diploma
B2,диплома́т,,diplomat
B2,дипломати́ческий,"(-ая, -ое, -ие)",diplomatic
B2,дипломати́чный,"(-ая, -ое, -ые); дипломати́чно","diplomatic, tactful; tactfully"
B2,дире́ктор,,director
B2,дирижёр,,"conductor, bandmaster"
B2,диск — ла́зерный диск,,disk — laser disk
B2,диске́та,,floppy disk
B2,дискоте́ка,,disco
B2,дискуссио́нный,"(-ая, -ое, -ые)",disputing
B2,диску́ссия,,discussion
B2,диссерта́ция,,dissertation
B2,длина́,,length
B2,дли́нный,"(-ая, -ое, -ые)",long
B2,для,(+ р.п.),"for, to"
B2,дневно́й,"(-ая, -ое, -ые)",daily
B2,днём,,"in the afternoon, by day"
B2,дно,,"bottom, ground (f.e. of the sea)"
B2,до,(+ р.п.),"till, until, as far as"
B2,добавля́ть,"нсв I — доба́вить (доба́влю, доба́вишь) св II",to add
B2,добива́ться,"нсв I — доби́ться (добью́сь, добьёшься) св I","to obtain, to strive for"
B2,добира́ться,"нсв I — добра́ться (доберу́сь, доберёшься) св I","to reach, to get to"
B2,доброду́шный,"(-ая, -ое, -ые); доброду́шно","good-natured, amiable; good-naturedly"
B2,доброжела́тельный,"(-ая, -ое, -ые); доброжела́тельно","benevolent, well-wishing; benevolently"
B2,добросо́вестный,"(-ая, -ое, -ые); добросо́вестно","honest, conscientious; conscientiously"
B2,доброта́,только ед.ч.,kindness
B2,до́брый,"(-ая, -ое, -ые)","good, kind"
B2,дове́рие,только ед.ч.,trust
B2,доверя́ть,нсв I — дове́рить св II,to trust
B2,дово́лен,"дово́льна, -о, -ы кр.ф.",pleased
B2,дога́дываться,нсв I — догада́ться св I,to guess
B2,догово́р,мн.ч. догово́ры,contract
B2,догоня́ть,"нсв I — догна́ть (догоню́, дого́нишь) св II",to catch up
B2,догова́риваться,нсв I — договори́ться св II,to come to an agreement
B2,доде́лывать,нсв I — доделать св I,"to finish, to complete"
B2,доезжа́ть,"нсв I — дое́хать (дое́ду, дое́дешь) св II",to reach a place
B2,дождли́вый,"(-ая, -ое, -ые)",rainy
B2,дожива́ть,"нсв I — дожи́ть (доживу́, доживёшь) св I","to live until, to live one’s last years"
B2,дождь,,rain
B2,дозва́ниваться,нсв I — дозвони́ться св II,"to get on the phone, to reach"
B2,доказа́тельство,,proof
B2,дока́зывать,"нсв I — доказа́ть (докажу́, дока́жешь) св I",to prove
B2,докла́д,,lecture
B2,до́ктор,,doctor
B2,докуме́нт,,document
B2,документа́льный,"(-ая, -ое, -ые)",documentary
B2,долг,1 — бра́ть в долг,debt — to borrow
B2,долг,2 только ед.ч. — гражда́нский долг,сivil duty
B2,до́лгий,"(-ая, -ое, -ие); долго сравн.ст. до́льше","long, lingering; for a long time; longer"
B2,до́лжен,"(должна́), -о, мн.ч. должны́ + инф.","must, should"
B2,до́лжность,ж.р.,"position, post"
B2,доли́на,,valley
B2,до́ллар,,dollar
B2,дом,(мн.ч. дома́),house
B2,до́ма,,at home
B2,дома́шний,"(-яя, -ее, -ие)",domestic
B2,домо́й,,"home, homeward"
B2,домофо́н,,doorphone
B2,домохозя́йка,(р.п. мн.ч. домохозя́ек),housewife
B2,домрабо́тница,,housemaid
B2,допи́сывать,"нсв I — дописа́ть (допишу́, допи́шешь) св I",to write up
B2,дополни́тельный,"(-ая, -ое, -ые); дополни́тельно",additional; additionally
B2,дополня́ть,нсв I — допо́лнить св II,to add
B2,доро́га,,"way, road"
B2,дорого́й,"1 (-а́я, -о́е, -и́е); до́рого — дорога́я су́мка; сравн. ст. доро́же",expensive — an expensive bag; more expensive
B2,дорого́й,"2 (-а́я, -и́е) — Дорого́й друг!",dear — Dear friend!
B2,дорожа́ть,нсв I — подорожа́ть св I,"to become dearer, to rise in price"
B2,До свида́ния!,,Goodbye!
B2,доска́,(р.п. мн.ч. досок),desk
B2,досро́чный,"(-ая, -ое, -ые); досро́чно",preschedule; ahead of schedule
B2,доста́точно,,enough
B2,достава́ть,"(достаю́, достаёшь) нсв I — доста́ть (доста́ну, доста́нешь) св I 1) доста́ть бума́гу из стола́ 2) доста́ть биле́т на конце́рт","to reach, to obtain 1) to take the paper out of the table 2) to obtain a ticket on a concert"
B2,достига́ть,"нсв I — дости́гнуть, дости́чь (дости́гну, дости́гнешь; прош.вр. дости́г, дости́гла, дости́гли) св I 1) дости́чь верши́ны 2) достига́ть це́ли","to achieve 1) to reach the top 2) to succeed, to get a goal"
B2,достиже́ние,,achievement
B2,досто́ин,"досто́йна, -о, досто́йны кр. ф.",is (are) worth
B2,досто́инство,,"dignity, merit, worth"
B2,достопримеча́тельность,ж.р.,"sight, point of interest"
B2,досу́г,только ед.ч.,leisure
B2,дохо́д,,income
B2,доходи́ть,"(дохожу́, дохо́дишь) нсв II — дойти́ (дойду́, дойдёшь; прош.вр. дошёл, дошла́, дошли́) св I",to come to
B2,до́чка,разг.; р.п. мн.ч. до́чек,daughter
B2,дочь,"ж.р., р.п. ед.ч. до́чери; мн.ч. до́чери",daughter
B2,драгоце́нный,"(-ая, -ое, -ые)",precious
B2,дра́ка,,fight
B2,дра́ма,,drama
B2,драмати́ческий,"(-ая, -ое, -ие)",dramatic
B2,дра́ться,"(деру́сь, дерёшься) нсв I — подра́ться (подеру́сь, подерёшься) св I","to fight, to scuffle"
B2,дре́вний,"(-яя, -ее, -ие)",ancient
B2,дрожа́ть,нсв II,to tremble
B2,друг,(мн.ч. друзья́),friend
B2,друго́й,"(-а́я, -о́е, -и́е)",another
B2,дру́жба,только ед.ч.,friendship
B2,дру́жеский,"(-ая, -ое, -ие)",friendly
B2,дру́жественный,"(-ая, -ое, -ые)",amicable
B2,дружи́ть,нсв II,to be on friendly terms
B2,дру́жный,"(-ая, -ое, -ые); дру́жно","friendly; in friendship, together"
B2,дуб,,oak
B2,дублёнка,(р.п. мн.ч. дублёнок),sheepskin coat
B2,ду́ма,Госуда́рственная ду́ма,duma (a representative assembly in Russia) — the State Duma (the lower house of the Russian parliament)
B2,ду́мать,нсв I — поду́мать св I,to think
B2,дуть,нсв I — поду́ть св I,to blow
B2,духо́вный,"(-ая, -ое, -ые)","spiritual, mental, sacred, clerical"
B2,душ,только ед.ч.,shower
B2,душа́,,soul
B2,ду́шно,,it is stuffy
B2,ды́ня,,melon
B2,дыша́ть,"(дышу́, ды́шишь) только нсв II",to breath
B2,дя́дя,м.р,uncle
B2,Ева́нгелие,,the Gospel
B2,европе́ец,"сущ. р.п. ед.ч. европе́йца; мн.ч. европе́йцы, р.п. мн.ч. европе́йцев",European
B2,европе́йский,"прил. (-ая, -ое, -ие)",European
B2,его́,,his
B2,еда́,только ед.ч.,"food, meal"
B2,едини́ца,,"one, “very poor” (mark)"
B2,едини́чный,"(-ая, -ое, -ые)",singular
B2,единогла́сный,"(-ая, -ое, -ые); единогла́сно",unanimous; unanimously
B2,единомы́шленник,,like-minded person
B2,еди́нственный,"(-ая, -ое, -ые)","one, singular"
B2,еди́ный,"(-ая, -ое, -ые)",united
B2,её,,her
B2,ежего́дный,"прил. (-ая, -ое, -ые); нар. ежего́дно","yearly, annual; yearly"
B2,ежедне́вный,"прил. (-ая, -ое, -ые); нар. ежедне́вно",daily; daily
B2,ежеме́сячный,"прил. (-ая, -ое, -ые); нар. ежеме́сячно",monthly; monthly
B2,еженеде́льный,"прил. (-ая, -ое, -ые); нар. еженеде́льно",weekly; weekly
B2,е́здить,"(е́зжу, е́здишь) нсв II","to drive, to go (by vehicle)"
B2,ель,ж.р.,fir-tree
B2,е́сли,,if
B2,есте́ственный,"(-ая, -ое, -ые); есте́ственно 1) есте́ственные нау́ки 2) есте́ственная реа́кция",natural; naturally 1) natural sciences 2) natural reaction
B2,есть,1 — У меня́ есть брат. В ко́мнате есть шкаф.,to have — I have a brother. There is a wardrobe in the room.
B2,есть,"2 (ем, ешь, ест, еди́м, еди́те, едя́т; прош.вр.: ел, е́ла, е́ли) нсв I — пое́сть (пое́м, пое́шь, пое́ст, поеди́м, поеди́те, поедя́т) св I / съесть (съем, съешь, съест, съеди́м, съеди́те, съедя́т) св I",to eat
B2,е́хать,"(е́ду, е́дешь) нсв I","to drive, to go (by vehicle)"
B2,ещё,,"more, yet, still"
B2,ёж,ёжик; мн.ч. ежи́,hedgehog
B2,ёлка,р.п. мн.ч. ёлок,fir-tree
B2,жа́дность,ж.р. только ед.ч.,greed
B2,жа́дный,"(-ая, -ое, -ые); жа́дно",greedy; greedily
B2,жале́ть,нсв I — пожале́ть св I,"to pity, to have compassion"
B2,жа́лко,,it is pity; poorly
B2,жа́ловаться,"(жа́луюсь, жа́луешься) нсв I — пожа́ловаться (пожа́луюсь, пожа́луешься) св I",to complain
B2,жа́лость,ж.р. только ед.ч.,"pity, compassion"
B2,жаль,Мне о́чень жаль.,it is pity — I am very sorry.
B2,жара́,только ед.ч.,heat
B2,жарго́н,,"slang, jargon"
B2,жа́реный,"(-ая, -ое, -ые)",fried
B2,жа́рить,нсв II — пожа́рить св II,to fry
B2,жа́ркий,"прил. (-ая, -ое, -ие); нар. жа́рко",hot; it is hot
B2,жарко́е,сущ. только ед.ч.,roast meat
B2,ждать,"(жду, ждёшь) нсв I — подожда́ть (подожду́, подождёшь) св I 1) кого? — ждать подру́гу 2) чего? — ждать авто́буса, по́мощи","to wait 1) to wait for the friend 2) to wait for the bus, to wait for help"
B2,же,,"and, but, as for"
B2,жела́ние,,"wish, desire"
B2,жела́тельно,,it is desirable
B2,жела́ть,нсв I — пожела́ть св I + инф.,"to wish, to desire"
B2,железнодоро́жный,"(-ая, -ое, -ые)",railway
B2,желе́зный,"прил. (-ая, -ое, -ые)","iron, made of iron"
B2,желе́зо,"сущ., только ед.ч.",iron
B2,желте́ть,нсв I — пожелте́ть св I,to grow yellow
B2,желу́док,р.п. ед.ч. желу́дка,stomach
B2,же́мчуг,,pearl
B2,жена́,,wife
B2,жена́т,мн.ч. жена́ты кр.ф.,married
B2,жени́ться,нсв и св II,to marry
B2,жени́х,,"fiance, bridegroom"
B2,же́нский,"(-ая, -ое, -ие)","female, woman’s"
B2,же́нщина,,woman
B2,же́ртва,,victim
B2,же́ртвовать,"(же́ртвую, же́ртвуешь) нсв I — поже́ртвовать поже́ртвую, поже́ртвуешь) св I","to sacrifice, to donate"
B2,жест,,gesture
B2,жесто́кий,"(-ая, -ое, -ие); жесто́ко 1) жесто́кий челове́к 2) жесто́кая борьба́","cruel, severe; cruelly 1) cruel man 2) severe fight"
B2,жёлтый,"(-ая, -ое, -ые)",yellow
B2,жёсткий,"(-ая, -ое, -ие) 1) жёсткое мя́со 2) жёсткий дива́н",hard 1) rubbery meat 2) rough sofa
